Player,Season,Points,Field Goals,FG Attempts,FG%,Three Pointers,3P Attempts,3P%,Free Throws,FT Attempts,FT%,ORB,DRB,TRB,Assists,Blocks,Steals,Turnovers,Personal Fouls
Al Horford,2018,9,4,8,0.5,1,4,0.25,0,0,,0,6,6,6,2,1,4,0
Al Horford,2018,20,8,17,0.471,2,4,0.5,2,2,1,1,3,4,0,1,0,1,5
Al Horford,2018,3,1,6,0.167,1,3,0.333,0,0,,1,4,5,4,1,0,2,3
Al Horford,2018,,,,,,,,,,,,,,,,,,
Al Horford,2018,13,5,13,0.385,3,6,0.5,0,0,,2,8,10,0,3,0,1,2
Al Horford,2018,5,1,7,0.143,0,3,0,3,4,0.75,1,4,5,4,0,0,1,2
Al Horford,2018,5,2,4,0.5,1,1,1,0,0,,0,2,2,4,0,0,1,2
Al Horford,2018,10,4,12,0.333,0,1,0,2,2,1,4,2,6,3,0,0,3,1
Al Horford,2018,13,6,8,0.75,1,1,1,0,0,,1,6,7,2,1,1,1,1
Al Horford,2018,20,8,14,0.571,1,4,0.25,3,3,1,1,7,8,6,1,0,1,1
Al Horford,2018,,,,,,,,,,,,,,,,,,
Al Horford,2018,,,,,,,,,,,,,,,,,,
Al Horford,2018,15,6,18,0.333,1,2,0.5,2,2,1,2,7,9,3,0,1,1,2
Al Horford,2018,6,3,11,0.273,0,3,0,0,0,,1,3,4,3,1,0,1,3
Al Horford,2018,5,2,9,0.222,1,4,0.25,0,0,,0,6,6,7,2,0,4,2
Al Horford,2018,11,4,7,0.571,2,2,1,1,2,0.5,1,2,3,2,2,0,3,1
Al Horford,2018,14,6,10,0.6,1,1,1,1,2,0.5,0,5,5,8,1,0,1,1
Al Horford,2018,19,7,12,0.583,3,4,0.75,2,2,1,2,7,9,7,1,1,1,2
Al Horford,2018,,,,,,,,,,,,,,,,,,
Al Horford,2018,14,5,10,0.5,0,1,0,4,5,0.8,1,4,5,0,0,1,0,3
Al Horford,2018,15,6,9,0.667,1,1,1,2,2,1,2,3,5,5,1,2,1,4
Al Horford,2018,16,5,13,0.385,1,4,0.25,5,5,1,1,3,4,0,1,1,0,1
Al Horford,2018,,,,,,,,,,,,,,,,,,
Al Horford,2018,16,5,11,0.455,2,3,0.667,4,4,1,2,5,7,4,1,1,0,0
Al Horford,2018,,,,,,,,,,,,,,,,,,
Al Horford,2018,10,3,10,0.3,0,3,0,4,4,1,5,9,14,3,0,1,2,0
Al Horford,2018,,,,,,,,,,,,,,,,,,
Allan Houston,2001,21,7,15,0.467,1,3,0.333,6,7,0.857,0,1,1,2,0,2,2,3
Allan Houston,2001,15,6,15,0.4,1,4,0.25,2,2,1,0,4,4,1,0,0,2,2
Allan Houston,2001,18,6,17,0.353,1,5,0.2,5,5,1,0,3,3,0,0,0,1,1
Allan Houston,2001,24,10,20,0.5,2,6,0.333,2,3,0.667,0,1,1,1,0,0,1,2
Allan Houston,2001,25,9,18,0.5,0,2,0,7,8,0.875,0,2,2,0,0,0,3,2
Allan Houston,2001,37,13,20,0.65,5,5,1,6,8,0.75,0,4,4,3,0,0,4,3
Allan Houston,2001,21,8,17,0.471,0,1,0,5,5,1,0,6,6,4,0,0,2,5
Allan Houston,2001,12,5,16,0.313,2,4,0.5,0,0,,0,2,2,1,0,0,3,3
Allan Houston,2001,17,7,19,0.368,0,4,0,3,4,0.75,0,1,1,1,0,0,2,2
Allan Houston,2001,21,8,19,0.421,0,1,0,5,5,1,0,4,4,1,0,0,1,1
Allan Houston,2001,7,3,7,0.429,1,3,0.333,0,0,,1,1,2,3,0,0,3,3
Allan Houston,2001,5,1,9,0.111,0,0,,3,4,0.75,1,3,4,3,0,0,3,4
Allan Houston,2001,21,8,16,0.5,3,3,1,2,3,0.667,1,4,5,2,0,1,2,4
Allan Houston,2001,10,5,11,0.455,0,1,0,0,0,,0,3,3,2,0,1,3,6
Allan Houston,2001,22,7,14,0.5,3,3,1,5,5,1,1,4,5,3,0,2,2,2
Allan Houston,2001,15,6,17,0.353,0,3,0,3,3,1,1,3,4,4,0,0,0,3
Allan Houston,2001,26,7,20,0.35,1,4,0.25,11,12,0.917,0,8,8,6,0,1,2,3
Allan Houston,2001,37,16,20,0.8,2,2,1,3,3,1,0,0,0,0,0,0,4,5
Allan Houston,2001,19,6,10,0.6,1,1,1,6,6,1,0,2,2,1,0,0,1,1
Allan Houston,2001,17,6,11,0.545,2,3,0.667,3,3,1,1,0,1,3,0,0,2,0
Allan Houston,2001,,,,,,,,,,,,,,,,,,
Allan Houston,2001,17,6,17,0.353,1,5,0.2,4,5,0.8,0,3,3,3,0,0,2,3
Allan Houston,2001,21,8,17,0.471,0,1,0,5,5,1,0,4,4,5,0,0,1,3
Allan Houston,2001,9,4,14,0.286,0,2,0,1,1,1,0,2,2,1,0,1,6,0
Allan Houston,2001,14,6,12,0.5,1,5,0.2,1,1,1,1,1,2,3,0,0,3,2
Allan Houston,2001,29,11,16,0.688,0,1,0,7,8,0.875,0,3,3,2,1,0,3,5
Allan Houston,2001,18,6,19,0.316,2,6,0.333,4,4,1,1,3,4,4,0,0,1,1
Allan Houston,2001,4,2,12,0.167,0,2,0,0,0,,0,7,7,3,0,0,2,5
Allan Houston,2001,27,9,18,0.5,5,5,1,4,5,0.8,1,5,6,4,0,1,2,2
Allan Houston,2001,23,8,19,0.421,0,3,0,7,8,0.875,0,4,4,7,0,2,2,2
Allan Houston,2001,,,,,,,,,,,,,,,,,,
Allan Houston,2001,27,10,19,0.526,3,5,0.6,4,4,1,0,2,2,2,0,1,2,2
Allan Houston,2001,25,9,12,0.75,1,2,0.5,6,7,0.857,0,5,5,3,0,0,3,0
Allan Houston,2001,24,8,18,0.444,3,4,0.75,5,5,1,0,3,3,7,1,1,2,2
Allan Houston,2001,19,5,7,0.714,3,4,0.75,6,7,0.857,0,3,3,3,1,0,4,3
Allan Houston,2001,13,5,17,0.294,0,3,0,3,3,1,1,6,7,1,1,0,3,1
Allan Houston,2001,12,4,13,0.308,1,5,0.2,3,4,0.75,0,2,2,1,0,1,1,3
Allan Houston,2001,31,11,20,0.55,3,4,0.75,6,6,1,0,2,2,1,0,3,3,3
Allan Houston,2001,34,11,21,0.524,5,7,0.714,7,7,1,1,5,6,0,0,0,1,4
Allan Houston,2001,12,3,13,0.231,2,4,0.5,4,4,1,0,2,2,2,0,0,2,2
Allan Houston,2001,21,7,15,0.467,2,6,0.333,5,5,1,0,6,6,0,0,0,0,1
Allan Houston,2001,,,,,,,,,,,,,,,,,,
Allan Houston,2001,18,5,15,0.333,1,6,0.167,7,8,0.875,1,2,3,1,0,1,2,2
Allan Houston,2001,33,14,27,0.519,3,7,0.429,2,2,1,0,5,5,2,0,0,2,2
Allan Houston,2001,27,11,23,0.478,3,9,0.333,2,2,1,0,4,4,2,0,4,2,0
Allan Houston,2001,19,8,15,0.533,1,2,0.5,2,2,1,0,3,3,2,0,0,0,2
Allan Houston,2001,17,6,13,0.462,0,2,0,5,6,0.833,0,3,3,6,0,2,3,4
Allan Houston,2001,31,12,20,0.6,3,4,0.75,4,5,0.8,0,5,5,2,0,1,2,2
Allan Houston,2001,18,9,20,0.45,0,3,0,0,0,,0,5,5,7,0,2,5,6
Allan Houston,2001,15,5,15,0.333,0,1,0,5,6,0.833,1,7,8,1,1,0,1,0
Allan Houston,2001,12,5,13,0.385,0,3,0,2,2,1,0,3,3,1,0,3,3,6
Allan Houston,2001,31,11,19,0.579,2,4,0.5,7,7,1,0,3,3,0,0,1,0,1
Allan Houston,2001,11,5,9,0.556,0,0,,1,1,1,0,2,2,1,0,0,2,3
Allan Houston,2001,12,3,14,0.214,0,3,0,6,7,0.857,0,3,3,1,0,1,1,0
Allan Houston,2001,8,2,7,0.286,0,0,,4,5,0.8,0,3,3,1,0,1,3,6
Allan Houston,2001,21,7,16,0.438,1,2,0.5,6,6,1,1,3,4,4,0,0,3,1
Allan Houston,2001,21,9,16,0.563,1,4,0.25,2,2,1,1,6,7,2,0,2,2,1
Allan Houston,2001,24,11,16,0.688,2,2,1,0,0,,0,4,4,3,1,0,5,3
Allan Houston,2001,8,3,8,0.375,1,2,0.5,1,1,1,1,2,3,1,0,0,2,4
Allan Houston,2001,23,8,19,0.421,2,5,0.4,5,6,0.833,0,5,5,2,1,2,2,1
Allan Houston,2001,16,7,15,0.467,1,3,0.333,1,1,1,0,6,6,0,0,1,3,3
Allan Houston,2001,11,3,14,0.214,0,3,0,5,5,1,0,8,8,3,0,0,0,2
Allan Houston,2001,,,,,,,,,,,,,,,,,,
Allan Houston,2001,12,5,16,0.313,0,3,0,2,2,1,0,2,2,2,2,1,1,2
Allan Houston,2001,23,7,18,0.389,1,5,0.2,8,9,0.889,0,2,2,4,0,2,0,4
Allan Houston,2001,13,6,16,0.375,1,1,1,0,2,0,1,2,3,1,0,0,0,1
Allan Houston,2001,20,7,16,0.438,1,4,0.25,5,5,1,0,2,2,5,0,0,3,2
Allan Houston,2001,11,5,16,0.313,0,2,0,1,1,1,0,3,3,1,0,0,3,1
Allan Houston,2001,12,5,10,0.5,0,1,0,2,2,1,0,2,2,0,0,0,5,1
Allan Houston,2001,39,15,23,0.652,4,5,0.8,5,5,1,0,5,5,1,1,1,2,2
Allan Houston,2001,11,4,22,0.182,1,5,0.2,2,2,1,2,7,9,4,0,3,1,3
Allan Houston,2001,16,8,16,0.5,0,0,,0,0,,1,2,3,4,0,1,4,1
Allan Houston,2001,21,7,15,0.467,2,3,0.667,5,5,1,0,6,6,3,0,2,0,3
Allan Houston,2001,12,5,12,0.417,0,3,0,2,2,1,0,2,2,0,0,0,0,2
Allan Houston,2001,13,5,10,0.5,0,0,,3,3,1,0,2,2,0,0,0,3,1
Allan Houston,2001,16,6,16,0.375,0,3,0,4,5,0.8,0,5,5,0,0,0,2,4
Allan Houston,2001,11,3,9,0.333,2,2,1,3,3,1,0,2,2,4,0,0,0,1
Allan Houston,2001,23,10,14,0.714,2,4,0.5,1,1,1,0,1,1,2,0,0,0,3
Allan Houston,2001,7,3,8,0.375,0,3,0,1,1,1,0,2,2,0,0,1,4,3
Allan Houston,2001,,,,,,,,,,,,,,,,,,
Allan Houston,2001,,,,,,,,,,,,,,,,,,
Allan Houston,2001,,,,,,,,,,,,,,,,,,
Allan Houston,2001,15,5,16,0.313,1,4,0.25,4,4,1,0,4,4,2,0,0,0,1
Allan Houston,2001,,,,,,,,,,,,,,,,,,
Allan Houston,2001,20,8,15,0.533,2,4,0.5,2,3,0.667,0,2,2,3,0,3,1,1
Allan Houston,2001,18,7,16,0.438,1,3,0.333,3,3,1,0,4,4,2,0,0,3,6
Allen Iverson,2009,18,6,13,0.462,0,0,,6,7,0.857,0,1,1,8,0,1,3,2
Allen Iverson,2009,25,9,19,0.474,1,5,0.2,6,10,0.6,3,1,4,5,0,1,3,1
Allen Iverson,2009,13,3,8,0.375,1,3,0.333,6,8,0.75,0,3,3,7,1,1,4,0
Allen Iverson,2009,,,,,,,,,,,,,,,,,,
Allen Iverson,2009,,,,,,,,,,,,,,,,,,
Allen Iverson,2009,24,6,12,0.5,1,3,0.333,11,13,0.846,2,1,3,6,0,1,4,4
Allen Iverson,2009,10,4,11,0.364,0,1,0,2,4,0.5,2,2,4,4,1,1,4,3
Allen Iverson,2009,30,9,19,0.474,3,5,0.6,9,10,0.9,1,6,7,9,0,2,3,1
Allen Iverson,2009,23,8,23,0.348,2,3,0.667,5,6,0.833,0,5,5,9,0,2,3,3
Allen Iverson,2009,25,7,12,0.583,0,1,0,11,12,0.917,1,3,4,4,0,4,3,2
Allen Iverson,2009,9,4,17,0.235,1,5,0.2,0,0,,1,3,4,7,0,1,5,2
Allen Iverson,2009,23,8,16,0.5,1,4,0.25,6,6,1,0,1,1,4,0,4,4,1
Allen Iverson,2009,16,5,13,0.385,1,3,0.333,5,5,1,1,0,1,4,0,2,4,0
Allen Iverson,2009,9,3,11,0.273,0,2,0,3,4,0.75,0,4,4,2,0,0,2,0
Allen Iverson,2009,16,6,16,0.375,0,0,,4,5,0.8,1,2,3,5,0,2,1,2
Allen Iverson,2009,17,4,10,0.4,0,0,,9,12,0.75,0,5,5,7,0,3,3,1
Allen Iverson,2009,9,2,9,0.222,0,0,,5,6,0.833,0,1,1,3,0,1,1,2
Allen Iverson,2009,19,8,17,0.471,2,5,0.4,1,1,1,0,2,2,6,0,4,3,1
Allen Iverson,2009,17,6,14,0.429,0,1,0,5,6,0.833,0,3,3,7,0,0,3,1
Allen Iverson,2009,17,6,18,0.333,0,2,0,5,7,0.714,1,3,4,7,0,2,1,2
Allen Iverson,2009,,,,,,,,,,,,,,,,,,
Allen Iverson,2009,13,6,13,0.462,0,1,0,1,1,1,1,3,4,4,0,0,3,1
Allen Iverson,2009,17,6,12,0.5,0,0,,5,6,0.833,0,1,1,12,0,1,4,2
Allen Iverson,2009,20,7,13,0.538,4,5,0.8,2,6,0.333,1,3,4,3,0,1,1,0
Allen Iverson,2009,28,10,16,0.625,1,2,0.5,7,9,0.778,0,6,6,3,0,1,2,3
Allen Iverson,2009,38,13,24,0.542,1,3,0.333,11,11,1,1,4,5,7,0,3,6,1
Allen Iverson,2009,10,4,11,0.364,0,0,,2,2,1,1,4,5,6,0,1,1,1
Allen Iverson,2009,5,0,7,0,0,1,0,5,6,0.833,0,4,4,8,0,1,1,1
Allen Iverson,2009,22,9,17,0.529,0,1,0,4,4,1,0,3,3,3,0,2,4,2
Allen Iverson,2009,18,6,14,0.429,0,1,0,6,6,1,0,5,5,6,0,4,5,2
Allen Iverson,2009,15,6,14,0.429,0,0,,3,6,0.5,1,5,6,4,0,3,0,1
Allen Iverson,2009,19,7,17,0.412,0,3,0,5,5,1,0,4,4,4,0,0,2,3
Allen Iverson,2009,23,10,24,0.417,0,1,0,3,3,1,0,6,6,3,0,1,4,0
Allen Iverson,2009,18,7,22,0.318,2,7,0.286,2,2,1,0,0,0,10,0,2,3,0
Allen Iverson,2009,14,6,19,0.316,0,1,0,2,4,0.5,0,2,2,7,0,0,4,2
Allen Iverson,2009,23,6,18,0.333,2,7,0.286,9,11,0.818,0,4,4,3,0,1,1,3
Allen Iverson,2009,11,4,13,0.308,0,2,0,3,4,0.75,0,0,0,5,0,0,0,0
Allen Iverson,2009,13,5,12,0.417,0,2,0,3,4,0.75,1,0,1,5,0,1,4,0
Allen Iverson,2009,23,9,19,0.474,0,2,0,5,8,0.625,0,1,1,7,2,0,4,4
Allen Iverson,2009,14,6,14,0.429,0,0,,2,6,0.333,0,1,1,2,0,3,1,1
Allen Iverson,2009,12,5,10,0.5,0,0,,2,4,0.5,0,1,1,3,0,2,1,3
Allen Iverson,2009,,,,,,,,,,,,,,,,,,
Allen Iverson,2009,27,11,18,0.611,0,1,0,5,8,0.625,1,4,5,2,0,2,4,1
Allen Iverson,2009,11,3,9,0.333,1,2,0.5,4,4,1,2,2,4,6,0,3,2,1
Allen Iverson,2009,11,3,9,0.333,0,0,,5,6,0.833,0,2,2,1,0,0,2,2
Allen Iverson,2009,17,5,10,0.5,1,1,1,6,10,0.6,0,2,2,8,0,1,1,2
Allen Iverson,2009,19,5,15,0.333,0,0,,9,10,0.9,1,3,4,3,0,1,0,2
Allen Iverson,2009,19,7,14,0.5,0,0,,5,6,0.833,0,4,4,1,0,0,2,0
Allen Iverson,2009,22,9,19,0.474,0,0,,4,4,1,0,3,3,1,0,3,5,3
Allen Iverson,2009,11,3,10,0.3,0,1,0,5,7,0.714,0,1,1,2,0,2,4,2
Allen Iverson,2009,27,6,17,0.353,0,1,0,15,16,0.938,1,4,5,9,0,2,2,0
Allen Iverson,2009,25,8,22,0.364,0,0,,9,12,0.75,0,3,3,7,0,4,3,1
Allen Iverson,2009,,,,,,,,,,,,,,,,,,
Allen Iverson,2009,28,11,20,0.55,3,6,0.5,3,6,0.5,0,2,2,3,0,3,1,3
Allen Iverson,2009,10,4,13,0.308,0,0,,2,3,0.667,2,3,5,8,1,3,3,1
Allen Iverson,2009,31,13,28,0.464,0,3,0,5,6,0.833,1,2,3,7,1,1,2,1
Allen Iverson,2009,14,6,16,0.375,0,2,0,2,3,0.667,1,1,2,5,0,1,1,3
Allen Iverson,2009,22,8,18,0.444,0,0,,6,7,0.857,1,0,1,2,0,2,2,2
Allen Iverson,2009,2,1,4,0.25,0,0,,0,0,,1,0,1,1,0,0,1,0
Allen Iverson,2009,,,,,,,,,,,,,,,,,,
Allen Iverson,2009,,,,,,,,,,,,,,,,,,
Allen Iverson,2009,,,,,,,,,,,,,,,,,,
Allen Iverson,2009,,,,,,,,,,,,,,,,,,
Allen Iverson,2009,,,,,,,,,,,,,,,,,,
Allen Iverson,2009,,,,,,,,,,,,,,,,,,
Allen Iverson,2009,,,,,,,,,,,,,,,,,,
Allen Iverson,2009,,,,,,,,,,,,,,,,,,
Allen Iverson,2009,,,,,,,,,,,,,,,,,,
Allen Iverson,2009,,,,,,,,,,,,,,,,,,
Allen Iverson,2009,,,,,,,,,,,,,,,,,,
Allen Iverson,2009,,,,,,,,,,,,,,,,,,
Allen Iverson,2009,,,,,,,,,,,,,,,,,,
Allen Iverson,2009,,,,,,,,,,,,,,,,,,
Allen Iverson,2009,,,,,,,,,,,,,,,,,,
Allen Iverson,2009,,,,,,,,,,,,,,,,,,
Allen Iverson,2009,,,,,,,,,,,,,,,,,,
Allen Iverson,2009,8,3,9,0.333,0,0,,2,4,0.5,0,2,2,2,0,1,2,2
Allen Iverson,2009,11,5,8,0.625,0,0,,1,3,0.333,0,1,1,2,0,0,3,2
Allen Iverson,2009,4,1,8,0.125,0,0,,2,2,1,0,1,1,4,0,0,1,0
Allen Iverson,2009,,,,,,,,,,,,,,,,,,
Allen Iverson,2009,,,,,,,,,,,,,,,,,,
Allen Iverson,2009,,,,,,,,,,,,,,,,,,
Allen Iverson,2009,,,,,,,,,,,,,,,,,,
Allen Iverson,2009,,,,,,,,,,,,,,,,,,
Allen Iverson,2009,,,,,,,,,,,,,,,,,,
Allen Iverson,2009,,,,,,,,,,,,,,,,,,
Allen Iverson,2009,,,,,,,,,,,,,,,,,,
Alonzo Mourning,2002,25,7,15,0.467,0,0,,11,16,0.688,5,5,10,1,4,0,5,4
Alonzo Mourning,2002,17,7,15,0.467,0,0,,3,3,1,3,6,9,1,2,0,2,1
Alonzo Mourning,2002,23,9,19,0.474,0,0,,5,7,0.714,3,9,12,1,4,0,1,4
Alonzo Mourning,2002,,,,,,,,,,,,,,,,,,
Alonzo Mourning,2002,,,,,,,,,,,,,,,,,,
Alonzo Mourning,2002,11,5,20,0.25,0,0,,1,2,0.5,3,5,8,1,4,0,3,4
Alonzo Mourning,2002,10,5,9,0.556,0,0,,0,0,,3,5,8,1,0,0,2,3
Alonzo Mourning,2002,,,,,,,,,,,,,,,,,,
Alonzo Mourning,2002,,,,,,,,,,,,,,,,,,
Alonzo Mourning,2002,,,,,,,,,,,,,,,,,,
Alonzo Mourning,2002,12,5,6,0.833,0,0,,2,3,0.667,0,5,5,0,1,0,1,1
Alonzo Mourning,2002,14,6,10,0.6,0,0,,2,3,0.667,3,4,7,0,1,1,7,3
Alonzo Mourning,2002,8,3,9,0.333,0,0,,2,4,0.5,1,10,11,1,4,0,3,2
Alonzo Mourning,2002,13,5,7,0.714,0,0,,3,4,0.75,4,3,7,0,1,0,4,6
Alonzo Mourning,2002,4,2,7,0.286,0,0,,0,0,,2,6,8,1,1,0,1,4
Alonzo Mourning,2002,21,7,14,0.5,0,0,,7,11,0.636,3,4,7,0,2,0,0,3
Alonzo Mourning,2002,21,7,9,0.778,0,0,,7,11,0.636,3,9,12,4,5,1,2,4
Alonzo Mourning,2002,13,5,15,0.333,0,0,,3,5,0.6,0,2,2,1,3,1,1,3
Alonzo Mourning,2002,21,8,12,0.667,0,0,,5,10,0.5,1,9,10,1,2,0,1,2
Alonzo Mourning,2002,11,5,9,0.556,0,0,,1,4,0.25,2,1,3,1,2,0,2,4
Alonzo Mourning,2002,,,,,,,,,,,,,,,,,,
Alonzo Mourning,2002,9,3,6,0.5,0,0,,3,6,0.5,2,8,10,2,5,0,3,2
Alonzo Mourning,2002,6,3,6,0.5,0,0,,0,2,0,0,9,9,1,2,0,1,0
Alonzo Mourning,2002,9,4,9,0.444,0,0,,1,2,0.5,2,2,4,0,3,0,0,3
Alonzo Mourning,2002,16,7,14,0.5,0,0,,2,4,0.5,3,7,10,2,3,2,2,4
Alonzo Mourning,2002,9,3,10,0.3,0,0,,3,4,0.75,2,5,7,0,3,0,0,0
Alonzo Mourning,2002,14,7,10,0.7,0,0,,0,6,0,3,5,8,3,5,0,3,5
Alonzo Mourning,2002,20,9,17,0.529,0,0,,2,6,0.333,7,5,12,1,4,0,6,4
Alonzo Mourning,2002,18,7,8,0.875,0,0,,4,6,0.667,1,9,10,0,1,0,3,6
Alonzo Mourning,2002,19,8,13,0.615,0,0,,3,6,0.5,0,7,7,2,5,0,2,5
Alonzo Mourning,2002,14,5,11,0.455,0,0,,4,7,0.571,1,10,11,1,4,0,2,2
Alonzo Mourning,2002,21,7,10,0.7,0,0,,7,11,0.636,5,6,11,2,4,0,6,4
Alonzo Mourning,2002,26,11,16,0.688,0,0,,4,4,1,4,10,14,1,0,0,1,4
Alonzo Mourning,2002,16,5,11,0.455,0,1,0,6,6,1,3,6,9,3,2,1,5,3
Alonzo Mourning,2002,10,4,10,0.4,0,0,,2,3,0.667,3,3,6,0,1,0,2,2
Alonzo Mourning,2002,15,6,7,0.857,0,0,,3,4,0.75,0,3,3,4,4,0,4,4
Alonzo Mourning,2002,28,12,17,0.706,0,0,,4,7,0.571,5,6,11,2,3,0,3,4
Alonzo Mourning,2002,19,6,14,0.429,0,0,,7,10,0.7,4,8,12,3,2,1,2,4
Alonzo Mourning,2002,12,4,11,0.364,0,0,,4,5,0.8,2,7,9,2,0,0,1,2
Alonzo Mourning,2002,15,4,10,0.4,0,0,,7,12,0.583,1,5,6,1,4,1,1,6
Alonzo Mourning,2002,17,6,7,0.857,0,0,,5,5,1,1,5,6,0,1,3,4,5
Alonzo Mourning,2002,,,,,,,,,,,,,,,,,,
Alonzo Mourning,2002,15,6,14,0.429,0,0,,3,6,0.5,0,11,11,2,2,0,3,5
