Player,Season,Points,Field Goals,FG Attempts,FG%,Three Pointers,3P Attempts,3P%,Free Throws,FT Attempts,FT%,ORB,DRB,TRB,Assists,Blocks,Steals,Turnovers,Personal Fouls
Domantas Sabonis,2023,9,4,9,.444,1,1,1.000,0,0,,2,6,8,4,0,3,9,3
Domantas Sabonis,2023,23,9,13,.692,0,1,.000,5,8,.625,4,6,10,5,0,0,3,4
Domantas Sabonis,2023,17,7,10,.700,0,0,,3,4,.750,2,11,13,1,2,1,3,6
Domantas Sabonis,2023,34,15,20,.750,1,2,.500,3,5,.600,2,9,11,4,2,2,3,3
Domantas Sabonis,2023,15,6,13,.462,0,2,.000,3,4,.750,4,12,16,6,1,1,4,3
Domantas Sabonis,2023,12,5,10,.500,1,1,1.000,1,1,1.000,2,9,11,3,0,0,2,2
Domantas Sabonis,2023,17,7,10,.700,1,2,.500,2,2,1.000,1,6,7,10,0,2,2,5
Domantas Sabonis,2023,22,8,15,.533,0,2,.000,6,7,.857,3,6,9,5,0,1,1,5
Domantas Sabonis,2023,18,6,12,.500,0,1,.000,6,7,.857,3,8,11,7,0,2,2,6
Domantas Sabonis,2023,22,10,12,.833,0,0,,2,2,1.000,4,10,14,2,0,1,1,6
Domantas Sabonis,2023,24,7,12,.583,0,1,.000,10,10,1.000,6,9,15,7,0,2,4,3
Domantas Sabonis,2023,18,6,10,.600,0,1,.000,6,6,1.000,3,14,17,10,0,3,5,0
Domantas Sabonis,2023,20,8,14,.571,0,1,.000,4,4,1.000,4,6,10,4,1,1,5,6
Domantas Sabonis,2023,14,6,8,.750,1,1,1.000,1,3,.333,2,13,15,8,0,0,4,3
Domantas Sabonis,2023,,,,,,,,,,,,,,,,,,
Domantas Sabonis,2023,22,8,10,.800,0,0,,6,8,.750,2,11,13,9,1,0,4,4
Domantas Sabonis,2023,23,10,13,.769,0,0,,3,3,1.000,2,8,10,7,1,1,3,2
Domantas Sabonis,2023,24,10,18,.556,1,1,1.000,3,5,.600,6,8,14,5,0,0,0,5
Domantas Sabonis,2023,19,8,13,.615,1,1,1.000,2,3,.667,5,6,11,11,1,1,6,5
Domantas Sabonis,2023,24,9,15,.600,0,0,,6,8,.750,3,10,13,10,1,0,3,4
Domantas Sabonis,2023,17,5,10,.500,0,0,,7,10,.700,3,5,8,4,0,2,3,1
Domantas Sabonis,2023,23,11,23,.478,1,2,.500,0,0,,10,7,17,15,0,0,1,3
Domantas Sabonis,2023,14,6,10,.600,0,0,,2,3,.667,3,14,17,10,1,1,3,5
Domantas Sabonis,2023,24,8,14,.571,0,2,.000,8,9,.889,7,14,21,5,4,0,4,3
Domantas Sabonis,2023,30,10,12,.833,0,1,.000,10,12,.833,2,7,9,10,1,1,1,2
Domantas Sabonis,2023,11,4,11,.364,0,0,,3,4,.750,2,10,12,9,0,1,1,3
Domantas Sabonis,2023,16,7,12,.583,0,1,.000,2,6,.333,4,9,13,12,0,1,6,2
Domantas Sabonis,2023,27,10,15,.667,0,1,.000,7,8,.875,2,7,9,9,0,1,1,4
Domantas Sabonis,2023,16,7,14,.500,1,1,1.000,1,2,.500,6,9,15,7,0,0,2,1
Domantas Sabonis,2023,24,11,14,.786,0,0,,2,3,.667,3,7,10,4,0,1,3,6
Domantas Sabonis,2023,15,5,7,.714,0,0,,5,8,.625,2,10,12,4,0,1,2,1
Domantas Sabonis,2023,20,9,14,.643,0,0,,2,5,.400,3,9,12,8,0,2,5,2
Domantas Sabonis,2023,26,9,12,.750,1,1,1.000,7,12,.583,2,6,8,6,1,1,3,4
Domantas Sabonis,2023,16,7,12,.583,1,2,.500,1,2,.500,3,9,12,11,0,0,2,3
Domantas Sabonis,2023,19,8,11,.727,1,1,1.000,2,6,.333,3,8,11,11,0,1,3,4
Domantas Sabonis,2023,,,,,,,,,,,,,,,,,,
Domantas Sabonis,2023,,,,,,,,,,,,,,,,,,
